-14.000000,-14.000000,0.000000,0
-614.000000,-628.000000,-600.000000,-24
-1245.000000,-1873.000000,-631.000000,-44
3.000000,-1870.000000,1248.000000,10
1247.000000,-623.000000,1244.000000,47
895.000000,272.000000,-352.000000,22
671.000000,943.000000,-224.000000,18
1143.000000,2086.000000,472.000000,40
1474.000000,3560.000000,331.000000,50
1497.000000,5057.000000,23.000000,49
1872.000000,6929.000000,375.000000,66
2427.000000,9356.000000,555.000000,87
3375.000000,12731.000000,948.000000,123
2616.000000,15347.000000,-759.000000,88
2256.000000,17603.000000,-360.000000,84
3111.000000,20714.000000,855.000000,125
3456.000000,24170.000000,345.000000,135
3240.000000,27410.000000,-216.000000,127
3021.000000,30431.000000,-219.000000,125
4242.000000,34673.000000,1221.000000,180
3354.000000,38027.000000,-888.000000,138
3498.000000,41525.000000,144.000000,157
3441.000000,44966.000000,-57.000000,158
3480.000000,48446.000000,39.000000,165
3780.000000,52226.000000,300.000000,181
2754.000000,54980.000000,-1026.000000,142
2748.000000,57728.000000,-6.000000,156
2409.000000,60137.000000,-339.000000,146
2067.000000,62204.000000,-342.000000,139
1204.000000,63408.000000,-863.000000,111
1374.000000,64782.000000,170.000000,128
1032.000000,65814.000000,-342.000000,114
-345.000000,65469.000000,-1377.000000,64
687.000000,66156.000000,1032.000000,119
-339.000000,65817.000000,-1026.000000,68
-519.000000,65298.000000,-180.000000,71
-513.000000,64785.000000,6.000000,72
-861.000000,63924.000000,-348.000000,58
-1551.000000,62373.000000,-690.000000,32
-1033.000000,61340.000000,518.000000,58
-1029.000000,60311.000000,4.000000,51
-1896.000000,58415.000000,-867.000000,15
-858.000000,57557.000000,1038.000000,63
-1377.000000,56180.000000,-519.000000,31
-1380.000000,54800.000000,-3.000000,34
-1722.000000,53078.000000,-342.000000,18
-1893.000000,51185.000000,-171.000000,13